Unique_ID,Arm.Name,Randomized,KM_Curves,Rand_Group,N_Patient,OS,OS_Comp,OS_pval,OS_events,OS_KM,OS_Note,TTP,TTP_Comp,TTP_pval,TTP_KM,TTP_events,TTP_Note,PFS,PFS_Comp,PFS_pval,PFS_KM,PFS_events,PFS_Note
THURL0796_T2,Fadrozole,Yes,,,105,35.6,"HR 0.91 [0.63, 1.32] p=0.63",,,THURL0796_OS_F.xml,,,,,,,,,,,,,
TOLCH0299_T1,BR96-doxorubicin,Yes,,,9,,,,,,,,,,,,,,,,,,
TOLCH0299_T2,Doxorubicin,Yes,,,9,,,,,,,,,,,,,,,,,,
TOMIN0103_T1,Letrozole-treated,Yes,,,78,,,0.345,,,,7.03,,,TOMIN0103_TTP_L.xml,,,,,,,,
TOMIN0103_T2,Fadrozole-treated,Yes,,,76,,,,,,,3.77,,,TOMIN0103_TTP_F.xml,,,,,,,,
TOMIN0403_T1,0.3 mg/day,Yes,,,20,,,,,,,3.5,,,,,,,,,,,
TOMIN0403_T2,1.0 mg/day,Yes,,,20,,,,,,,3.27,,,,,,,,,,,
TOMIN0403_T3,3.0 mg/day,Yes,,,19,,,,,,,4.6,,,,,,,,,,,
TOMIN0403_T4,10.0 mg/day,Yes,,,20,,,,,,,2.03,,,,,,,,,,,
TOMIN0403_T5,30.0 mg/day,Yes,,,19,,,,,,,7.77,,,,,,,,,,,
TOMIN0489_T1,Group A,Yes,,,44,20.6,,,,TOMIN0489_OS_A.xml,,,,,,,,,,,,,
TOMIN0489_T2,Group B,Yes,,,34,14.3,,,,TOMIN0489_OS_B.xml,,,,,,,,,,,,,
TOMIN0794_T1,Arm I,Yes,,,96,19.23,,,,TOMIN0794_OS_I.xml,,,,,,,,,,,,,
TOMIN0794_T2,Arm II,Yes,,,103,22.12,,0.21,,TOMIN0794_OS_II.xml,,,,,,,,,,,,,
TORME0282_T1,DA,Yes,,,55,9,,,,,,,,,,,,,,,,,
TORME0282_T2,DAT,Yes,,,67,11.33,,0.18,,,,,,,,,,,,,,,
TORME0684_T1,CMFVP-C,Yes,,,86,16,,,75,TORME0684_OS_A.xml,,,,,,,,,,,,,
TORME0684_T2,CMFVP-I,Yes,,,109,13,,,99,TORME0684_OS_B.xml,,,,,,,,,,,,,
TORME0684_T3,CAFVP,Yes,,,107,19,,,85,TORME0684_OS_C.xml,,,,,,,,,,,,,
TORMG0283_T1,"Group A, CMF",Yes,,A,47,12.5,,,43,TORMG0283_OS_CMF.xml,,,,,,,,,,,,,
TORMG0283_T2,"Group A, CMF/AV",Yes,,A,50,17.8,,,41,TORMG0283_OS_CMFAV.xml,,,,,,,,,,,,,
TORMG0283_T3,"Group A, CMFP",Yes,,A,47,18,,,,,,,,,,,,,,,,,
TORMG0283_T4,"Group B, CMFP",Yes,,B,135,19.4,,,86,TORMG0283_OS_CMFP.xml,,,,,,,,,,,,,
TORMG0283_T5,"Group B, CMFP/AV",Yes,,B,176,16.3,,,118,TORMG0283_OS_CMFPAV.xml,,,,,,,,,,,,,
TREDA0215_T1,Ixabepilone,Yes,,,40,,,,,,,,,,,,,4.1,,,,,
TREDA0215_T2,Ixabepilone With Cetuximab,Yes,,,39,,,,,,,,,,,,,4.1,,,,,
TREDA0616_T1,Taxane + BEV,Yes,,,59,,,,,,,,,,,,,8.1,,,TREDA0616_PFS_T.xml,,
TREDA0616_T2,Exemestane + BEV,Yes,,,58,,,,,,,,,,,,,7.6,,,TREDA0616_PFS_E.xml,,
TRYFO0116_T1,Anastrozole/gefitinib,Yes,,,36,,,,,,,,,,,,,,,,TRYFO0116_PFS_G.xml,,
TRYFO0116_T2,Anastrozole/placebo,Yes,,,35,,,,,,,,,,,,,,,,TRYFO0116_PFS_P.xml,,
TRYFO0617_T1,CMF,Yes,,,19,19.25,,,,,,,,,,,,4.8,,,TRYFO0617_PFS_C.xml,,
TRYFO0617_T2,CMF + Trastuzumab,Yes,,,70,24.5,,,,,,,,,,,,9.4,,,TRYFO0617_PFS_T.xml,,
TURNE0715_T1,Palbociclib-Fulvestrant,Yes,,,347,,,,,,TODO: continue checking for an update with OS information,,,,,,,9.5,,,,,
TURNE0715_T2,Placebo-Fulvestrant,Yes,,,174,,,,,,TODO: continue checking for an update with OS information,,,,,,,4.6,,,,,
UNTCH0310_T1,HEC-60,Yes,,,60,,,,,,,12.5,,,UNTCH0310_TTP_60.xml,,,,,,,,
UNTCH0310_T2,HEC-90,Yes,,,60,,,,,,,10.1,,,UNTCH0310_TTP_90.xml,,,,,,,,
URRUT0917_T1,Arm A: Trastuzumab + Capecitabine,Yes,,,218,28.1,,,,URRUT0917_OS_A.xml,,9,,,,,,9,,,,,
URRUT0917_T2,Arm B: Pertuzumab + Trastuzumab + Capecitabine,Yes,,,228,36.1,"HR 0.68 [0.51, 0.90]",,,URRUT0917_OS_B.xml,,11.6,,,,,,11.1,"HR 0.82 [0.65, 1.02] p=0.0731",,,,
VAHDA0317_T1,RAM+CAP,Yes,,,52,15.73,"HR 1.374 [0.82, 2.30] p=0.2260",,,,,,,,VAHDA0317_PFS_R.xml,,,5.16,HR 0.691 p=0.1315,,,,
VAHDA0317_T2,ICR+CAP,Yes,,,49,14.49,"HR 1.295 [0.77, 2.16] p=0.3244",,,,,,,,VAHDA0317_PFS_I.xml,,,1.7,HR 1.480 p=0.0851,,,,
VAHDA0317_T3,CAP,Yes,,,49,16.71,,,,,,,,,VAHDA0317_PFS_C.xml,,,4.43,,,,,
VAHDA0713_T1,Eribulin,Yes,,,51,,,,,,,,,,,,,3.47,,,,,
VAHDA0713_T2,Ixabepilone,Yes,,,50,,,,,,,,,,,,,3.17,,,,,
VALER0111_T1,TH,Yes,Yes,,131,37.1,,,92,VALER0111_OS_TH.xml,,11.07,,,,,,,,,VALER0111_PFS_TH.xml,,
VALER0111_T2,TCH,Yes,Yes,,132,37.4,,0.99,90,VALER0111_OS_TCH.xml,,10.35,,,,,,,,,VALER0111_PFS_TCH.xml,,
VALLE0393_T1,Arm A,Yes,,,89,25,,,,VALLE0393_OS_A.xml,,,,,,,,,,,,,
VALLE0393_T2,Arm B,Yes,,,92,29,,0.8,,VALLE0393_OS_B.xml,,,,,,,,,,,,,
VANOO0586_T1,Carminomycin,Yes,,,25,7,,,22,VANOO0586_OS_C.xml,,2.1,,,,,,,,,,,
VANOO0586_T2,Doxorubicin,Yes,,,31,12,,0.285,24,VANOO0586_OS_D.xml,,7,,,,,,,,,,,
VANTO0300_T1,FEC day 1+8,Yes,,,52,15.9,,,,,,11.5,,,,,,,,,,,
VANTO0300_T2,FEC day 1,Yes,,,52,14.4,,,,,,10.4,,,,,,,,,,,
VANVE0786_T1,MPA,Yes,,,61,20,,,,VANVE0786_OS_MPA.xml,,,,,,,,,,,,,
VANVE0786_T2,TAM,Yes,,,68,26,,,,VANVE0786_OS_TAM.xml,,,,,,,,,,,,,
VAUGH0588_T1,AD,Yes,,,59,8.5,,,57,,,4.2,,,VAUGH0588_TTP_A.xml,,,,,,,,
VAUGH0588_T2,VAD,Yes,,,56,9.8,,0.53,53,,,5.1,,,VAUGH0588_TTP_V.xml,,,,,,,,
VENTU0400_T1,Arm A,Yes,,,33,9.5,,,,,,,,,,,,,,,,,
VENTU0400_T2,Arm B,Yes,,,33,9,,,,,,,,,,,,,,,,,
VENTU0400_T3,Arm C,Yes,,,33,9,,,,,,,,,,,,,,,,,
VERMA1112_T1,Lapatinib plus Capecitabine,Yes,Yes,,488,25.9,,,,VERMA1112_OS_L.xml,,,,,,,,6.4,,,VERMA1112_PFS_L.xml,,
VERMA1112_T2,T-DM1,Yes,Yes,,490,29.9,"HR 0.75 [0.64, 0.88]",,,VERMA1112_OS_T.xml,"\p < 0.001\""""",,,,,,,9.6,,,VERMA1112_PFS_T.xml,,
VERMO0493_T1,Iproplatin,Yes,,,30,,,,,,,,,,,,,,,,,,
VERMO0493_T2,Carboplatin,Yes,,,32,,,,,,,,,,,,,,,,,,
VICI0411_T1,Arm A (EV),Yes,,,54,34.6,,,,VICI0411_OS_EV.xml,,,,,,,,10.7,,,,,
VICI0411_T2,Arm B (PLD/V),Yes,,,50,24.8,,,,VICI0411_OS_PLDV.xml,,,,,,,,8.8,,,,,
VICI1211_T1,DG,Yes,,,36,26,,,,VICI1211_OS_DG.xml,,,,,,,,10.9,,,,,
VICI1211_T2,DC,Yes,,,36,28,,,,VICI1211_OS_DC.xml,,,,,,,,10,,,,,
VILAD1285_T1,A,Yes,,,38,22.5,,,,VILAD1285_OS_A.xml,,,,,,,,,,,,,
VILAD1285_T2,B,Yes,,,40,24.7,,,,VILAD1285_OS_B.xml,,,,,,,,,,,,,
VILAD1285_T3,C,Yes,,,39,21.7,,,,VILAD1285_OS_C.xml,,,,,,,,,,,,,
VILLA0197_T1,UFT,Yes,,,31,,,,,,,2.8,,,,,,,,,,,
VILLA0197_T2,5-FU,Yes,,,31,,,,,,,2.22,,,,,,,,,,,
VOGEL0202_T1,Trastuzumab 2 mg/kg,Yes,,,59,22.9,,,33.64,VOGEL0202_OS_2mg.xml,65/114 deaths,3.5,,,,,,,,,,,
VOGEL0202_T2,Trastuzumab 4 mg/kg,Yes,,,55,25.8,,,31.36,VOGEL0202_OS_4mg.xml,,3.8,,,,,,,,,,,
VONMI0309_T1,Capecitabine alone,Yes,,,78,20.4,,,,,,5.6,,,,,,,,,VONMI0309_PFS_C.xml,,
VONMI0309_T2,Capecitabine Plus Trastuzumab,Yes,,,78,25.5,"HR 0.763 [0.477, 1.220] p=0.2570",,,,,8.2,,,,,,,,,VONMI0309_PFS_CT.xml,,
VONMI0905_T1,BMF,Yes,,,162,,,,,,,8.2,,,VONMI0905_TTP_B.xml,,,,,,,,
VONMI0905_T2,CMF,Yes,,,162,,,,,,,6.7,,,VONMI0905_TTP_C.xml,,,,,,,,
VUYLS1116_T1,Pictilisib + paclitaxel,Yes,,,91,,,,,,,,,,,,,8.2,"HR 0.95 [0.62, 1.46] p=0.83",,VUYLS1116_PFS_PIC.xml,,
VUYLS1116_T2,Placebo + paclitaxel,Yes,,,92,,,,,,,,,,,,,7.8,,,VUYLS1116_PFS_PLA.xml,,
WALTE0192_T1,Arm 1 (Standard),Yes,,,34,6.07,,,,,,2.57,,,,,,,,,,,
WALTE0192_T2,Arm 2 (Low Dose),Yes,,,33,6.07,,,,,,2.8,,,,,,,,,,,
WANG0815_T1,Arm A (no ESOM),Yes,,,32,19.2,,,,,HR analysis combines arms B and C,8.7,,,WANG0815_TTP_NO.xml,,,,,,,,
WANG0815_T2,Arm B (lower dose ESOM),Yes,,,31,39.3,,,,,HR analysis combines arms B and C,9.4,,,WANG0815_TTP_YES.xml,,,,,,,,
WANG0815_T3,Arm C (higher dose ESOM),Yes,,,31,26.1,,,,,HR analysis combines arms B and C,9.7,,,,,,,,,,,
WARD0173_T1,L,Yes,,,33,,,,,,,,,,,,,,,,,,
WARD0173_T2,H,Yes,,,35,,,,,,,,,,,,,,,,,,
WELT0216_T1,Arm A: CAP/BEV,Yes,,,297,25.1,,,,,,,,,,,,8.8,,,WELT0216_PFS_A.xml,,
WELT0216_T2,Arm B: CAP/BEV/VIN,Yes,,,295,27.2,"HR 0.85 [0.70, 1.03] p=0.104",,,,,,,,,,,9.6,,,WELT0216_PFS_B.xml,,
WILDI0910_T1,Arm A (Sunitinib),Yes,Yes,,36,12,,0.749,18,WILDI0910_OS_A.xml,,,,,,,,2.8,,,WILDI0910_PFS_A.xml,,
WILDI0910_T2,Arm B (No therapy),Yes,Yes,,19,18.9,,,7,WILDI0910_OS_B.xml,,,,,,,,3.1,,,WILDI0910_PFS_B.xml,,
WILLE0390_T1,MA,Yes,,,50,20,,,,WILLE0390_OS_MA.xml,,,,,,,,15,,,,,
WILLE0390_T2,MPA,Yes,,,48,16,,,,WILLE0390_OS_MPA.xml,,,,,,,,10,,,,,
WILLI0295_T1,Trilostane,Yes,,,63,,,,,,,,,,,,,,,,,,
WILLI0295_T2,Aminoglutethimide,Yes,,,49,,,,,,,,,,,,,,,,,,
WILS0985_T1,Combination,Yes,,,74,22,,,33,WILS0985_OS_C.xml,,17,,,,,,,,,,,
WILS0985_T2,Alternating,Yes,,,71,24,,,31,WILS0985_OS_A.xml,,17,,,,,,,,,,,
WINER0604_T1,Paclitaxel 175 mg/m2,Yes,,,158,11,,,148,WINER0604_OS_T175.xml,,3.9,,,,,,,,,,,
WINER0604_T2,Paclitaxel 210 mg/m2,Yes,,,156,12,,,147,WINER0604_OS_T210.xml,,4.1,,,,,,,,,,,
WINER0604_T3,Paclitaxel 250 mg/m2,Yes,,,155,14,,,138,WINER0604_OS_T250.xml,,4.9,,,,,,,,,,,
WISHA0994_T1,Placebo,Yes,,,106,13.77,,,,WISHA0994_OS_P.xml,,,,,,,,7,,,,,
WISHA0994_T2,Quinidine,Yes,,,107,10.97,"HR 1.20 [0.88, 1.63] p=0.247",,,WISHA0994_OS_Q.xml,,,,,,,,7,,,,,
WOLFF0113_T1,Letrozole Plus Temsirolimus,Yes,Yes,,555,,"HR 0.89 [0.65, 1.23] p=0.50",,,WOLFF0113_OS_T.xml,,,,,,,,8.9,,,WOLFF0113_PFS_T.xml,,
WOLFF0113_T2,Letrozole Plus Placebo,Yes,Yes,,555,,,,,WOLFF0113_OS_P.xml,,,,,,,,9,,,WOLFF0113_PFS_P.xml,,
XU0111_T1,Fulvestrant 250 mg,Yes,,,121,,,,,,,3.67,,,XU0111_TTP_F.xml,,,,,,,,
XU0111_T2,Anastrozole,Yes,,,113,,,,,,,5.3,,,XU0111_TTP_A.xml,,,,,,,,
XU0711_T1,Gemcitabine / paclitaxel,Yes,,,49,15.5,,,,XU0711_OS_GPAC.xml,,5,,,,,,4.8,,,,,
XU0711_T2,Gemcitabine / carboplatin,Yes,,,47,22.8,"HR 0.81 [0.44, 1.50] p=0.504",,,XU0711_OS_GCAR.xml,,4.3,,,,,,4.3,,,,,
XU0711_T3,Gemcitabine / cisplatin,Yes,,,51,20.1,"HR 1.49 [0.82, 2.73] p=0.194",,,XU0711_OS_GCIS.xml,,4.8,,,,,,4.8,,,,,
YAMAM0217_T1,XT,Yes,Yes,,82,33.8,"HR 0.89 [0.52, 1.53] p=0.68",,,YAMAM0217_OS_X.xml,,,,,,,,10.5,"HR 0.62 [0.40, 0.97] p=0.03",,YAMAM0217_PFS_X.xml,,
YAMAM0217_T2,T -> X,Yes,Yes,,81,28.8,,,,YAMAM0217_OS_Y.xml,,,,,,,,9.8,,,YAMAM0217_PFS_Y.xml,,
YAMAM0513_T1,TOR120,Yes,,,46,32.3,"HR 0.60 [0.26, 1.39] p=0.22",,,,,,,,,,,7.3,,,,,
YAMAM0513_T2,EXE,Yes,,,45,21.9,,,,,,,,,,,,3.7,,,,,
YAMAM0615_T1,S-1,Yes,,,65,32.2,"HR 1.32 [0.7, 2.48] p=0.39",,,,,,,,,,,15.6,,,,,
YAMAM0615_T2,Capecitabine,Yes,,,71,42.5,,,,,,,,,,,,14.4,,,,,
YAP0981_T1,Continuous infusion,Yes,,,25,,,,,,,2.8,,,YAP0981_TTP_C.xml,,,,,,,,
YAP0981_T2,Bolus injection,Yes,,,26,,,,,,,1.4,,,YAP0981_TTP_B.xml,,,,,,,,
YARDL0415_T1,GV,Yes,,,83,7.5,,,,,,,,,,,,2.3,,,,,
YARDL0613_T1,Exemestane Plus Ertinostat,Yes,,,64,28.1,"HR 0.59 [0.36, 0.97] p=0.036",,,,,,,,,,,4.3,,,,,
YARDL0613_T2,Exemestane Plus Placebo,Yes,,,66,19.8,,,,,,,,,,,,2.3,,,,,
YARDL1109_T1,Liposomal doxorubicin,Yes,Yes,,50,16.2,,0.3423,,YARDL1109_OS_L.xml,,,,,,,,6.5,,,YARDL1109_PFS_L.xml,,
YARDL1109_T2,Weekly docetaxel,Yes,Yes,,52,15.4,,,,YARDL1109_OS_D.xml,,,,,,,,5.5,,,YARDL1109_PFS_D.xml,,
YARDL1115_T1,"Arm 1, everolimus",Yes,,,56,17.5,"HR 1.25 [0.76, 2.04] p=0.38",,,,,,,,,,,9.1,,,YARDL1115_PFS_E.xml,,
YARDL1115_T2,"Arm 2, placebo",Yes,,,57,19.6,,,,,,,,,,,,7.1,,,YARDL1115_PFS_P.xml,,
YARDL1216_T1,Ramucirumab With Eribulin,Yes,,,71,13.5,"HR 0.91 [0.59, 1.41] p=0.68",,,,,,,,,,,4.4,"HR 0.83 [0.56, 1.23] p=0.35",,,,
YARDL1216_T2,Eribulin,Yes,,,70,11.5,,,,,,,,,,,,4.1,,,,,
YAU0185_T1,Vincristine,Yes,,,19,,,,,,,,,,,,,,,,,,
YAU0185_T2,Vinblastine,Yes,,,31,,,,,,,,,,,,,,,,,,
YAU0185_T3,Vindesine CI,Yes,,,41,,,,,,,,,,,,,,,,,,
YAU0185_T4,Vindesine IB,Yes,,,40,,,,,,,,,,,,,,,,,,
YOSEF0693_T1,SMF,Yes,,,83,11.27,,,,YOSEF0693_OS_SMF.xml,,,,,,,,,,,,,
YOSEF0693_T2,CMF,Yes,,,70,10.8,,,,YOSEF0693_OS_CMF.xml,,,,,,,,,,,,,
ZAMAN0715_T1,Fulvestrant + Selumetinib,Yes,,,23,22.9,,,11,ZAMAN0715_OS_FS.xml,,,,,,,,3.7,,,,,
ZAMAN0715_T2,Fulvestrant + Placebo,Yes,,,22,19.4,,,9,ZAMAN0715_OS_FP.xml,,,,,,,,5.6,,,,,
ZEKAN1284_T1,VAC,Yes,,,23,10.9,,,15,,,6,,,,,,,,,ZEKAN1284_PFS_V.xml,,
ZEKAN1284_T2,CF,Yes,,,26,14.5,,0.49,12,,,3.5,,,,,,,,,ZEKAN1284_PFS_C.xml,,
ZHANG0317_T1,Utidelone plus capecitabine,Yes,Yes,,270,16.13,"HR 0.63 [0.45, 0.88] p=0.0059",,,ZHANG0317_OS_U.xml,,,,,,,,8.44,,,ZHANG0317_PFS_U.xml,,
ZHANG0317_T2,Capecitabine alone,Yes,Yes,,135,12.78,,,,ZHANG0317_OS_C.xml,,,,,,,,4.27,,,ZHANG0317_PFS_C.xml,,
ZHANGB0816_T1,Fulvestrant 500 mg,Yes,,,111,,,,,,,,,,,,,8,"HR 0.75 [0.54, 1.03] p=0.078",,ZHANGB0816_PFS_500.xml,,
ZHANGB0816_T2,Fulvestrant 250 mg,Yes,,,110,,,,,,,,,,,,,4,,,ZHANGB0816_PFS_250.xml,,
ZIELZ0305_T1,GET,Yes,,,124,29.5,,0.61,49.6,,60% of events censored,9.1,,,,,,,,,,,
ZIELZ0305_T2,FEC,Yes,,,135,24.9,,,54,,,9,,,,,,,,,,,
